DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND,WELL_TYPE
12-Feb-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,11.50,308.056,104.418,201.250,18.640,14.48443,%,106.806,16.295,92.475,285.00,38889.00,385,,production,OP
13-Feb-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,303.034,105.403,182.145,16.467,22.83299,%,120.889,53.374,89.620,1870.00,285246.00,7,,production,OP
14-Feb-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,22.50,295.586,105.775,181.868,12.660,31.24997,%,113.718,72.738,80.120,3124.00,509955.00,1,,production,OP
15-Feb-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,23.15,297.663,105.752,180.832,5.264,28.51893,%,116.831,69.996,84.251,2608.00,383427.00,1,,production,OP
16-Feb-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,295.936,105.811,180.501,12.385,30.22790,%,115.434,71.518,82.359,3052.00,418474.00,5,,production,OP
17-Feb-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,295.552,105.831,180.346,14.385,29.97405,%,115.206,73.642,82.169,2983.00,422763.00,2,,production,OP
18-Feb-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,23.00,294.211,105.866,180.929,15.980,30.30840,%,113.282,74.160,80.263,2981.00,413831.00,6,,production,OP
19-Feb-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,293.829,105.868,180.060,18.811,30.48698,%,113.769,74.902,81.275,3046.00,429218.00,1,,production,OP
20-Feb-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,293.061,105.879,179.662,19.741,29.90702,%,113.400,73.039,80.774,3057.00,442983.00,0,,production,OP
21-Feb-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,292.540,105.883,179.434,19.432,30.49301,%,113.106,71.737,79.975,3030.00,423809.00,0,,production,OP
22-Feb-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,23.67,292.362,105.882,179.282,1.039,29.63448,%,113.079,72.327,79.948,2908.00,397808.00,0,,production,OP
23-Feb-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,15.14,292.088,105.849,179.486,11.011,28.95718,%,112.603,69.597,79.162,1852.00,252078.00,0,,production,OP
24-Feb-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,290.542,105.906,179.355,8.583,30.79962,%,111.187,73.193,77.932,3127.00,442808.00,0,,production,OP
25-Feb-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,290.208,105.896,178.758,12.304,30.68344,%,111.450,73.108,78.257,3046.00,439178.00,0,,production,OP
26-Feb-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,289.536,105.902,178.603,12.506,30.92304,%,110.934,72.308,77.723,3047.00,446905.00,0,,production,OP
27-Feb-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,288.933,105.902,178.608,12.376,30.84932,%,110.326,74.702,77.128,3036.00,445616.00,0,,production,OP
28-Feb-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,23.67,288.848,105.896,178.220,10.150,29.90044,%,110.629,73.451,77.465,2972.00,424674.00,0,,production,OP
29-Feb-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,287.514,105.907,178.067,11.424,31.02388,%,109.447,73.396,76.212,3071.00,450348.00,0,,production,OP
01-Mar-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,286.892,105.909,178.065,11.156,31.06188,%,108.827,74.604,75.573,3068.00,447584.00,0,,production,OP
02-Mar-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,286.265,105.911,177.944,11.223,31.08744,%,108.321,75.218,74.762,3067.00,446144.00,0,,production,OP
03-Mar-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,285.728,105.910,177.669,10.866,30.96447,%,108.059,75.124,74.361,3044.00,443726.00,0,,production,OP
04-Mar-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,285.382,105.904,177.307,9.829,30.60221,%,108.075,74.281,74.441,2983.00,430247.00,0,,production,OP
05-Mar-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,284.829,105.902,176.960,9.323,30.57649,%,107.869,72.500,74.262,2967.00,437688.00,0,,production,OP
06-Mar-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,284.295,105.899,176.984,9.114,30.58881,%,107.310,75.002,73.375,2951.00,432727.00,2,,production,OP
07-Mar-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,22.83,284.424,105.878,176.670,6.276,28.82496,%,107.754,71.042,73.568,2657.00,391265.00,2,,production,OP
08-Mar-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,23.00,284.413,105.871,176.382,4.591,27.94825,%,108.031,69.252,73.795,2578.00,365769.00,2,,production,OP
09-Mar-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,282.386,105.905,176.457,8.582,31.15911,%,105.930,73.138,71.562,2997.00,427791.00,2,,production,OP
10-Mar-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,281.522,105.906,176.233,9.012,31.30501,%,105.290,73.336,71.062,3021.00,440679.00,1,,production,OP
11-Mar-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,280.894,105.908,176.084,8.933,31.37003,%,104.811,73.971,71.283,3010.00,450972.00,1,,production,OP
12-Mar-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,23.78,281.085,105.895,176.032,6.695,29.85867,%,105.053,73.890,71.868,2794.00,418887.00,1,,production,OP
13-Mar-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,279.488,105.916,176.047,8.641,31.64254,%,103.441,75.309,70.451,3059.00,458524.00,1,,production,OP
14-Mar-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,23.83,279.112,105.912,175.892,7.824,30.92678,%,103.219,75.172,70.393,2965.00,428015.00,1,,production,OP
15-Mar-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,277.951,105.915,175.811,8.818,32.07412,%,102.140,76.262,69.867,3131.00,454137.00,1,,production,OP
16-Mar-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,277.293,105.917,175.553,8.410,32.05167,%,101.739,76.004,69.813,3135.00,454798.00,1,,production,OP
17-Mar-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,276.564,105.921,175.265,8.006,32.07362,%,101.299,75.245,69.322,3143.00,470240.00,1,,production,OP
18-Mar-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,275.983,105.919,175.072,7.753,32.04644,%,100.911,75.376,69.074,3132.00,425284.00,1,,production,OP
19-Mar-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,275.363,105.918,174.903,7.476,32.04522,%,100.460,75.593,69.105,3140.00,454093.00,1,,production,OP
20-Mar-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,274.793,105.915,174.668,6.968,32.01249,%,100.124,74.678,68.918,3157.00,467466.00,1,,production,OP
21-Mar-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,274.072,105.916,174.498,6.696,32.08725,%,99.574,75.356,68.253,3192.00,458447.00,1,,production,OP
22-Mar-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,273.456,105.915,174.284,6.462,32.07839,%,99.172,75.319,67.795,3172.00,458028.00,1,,production,OP
23-Mar-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,272.881,105.913,174.088,6.288,32.06070,%,98.793,75.353,67.405,3160.00,466335.00,1,,production,OP
24-Mar-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,272.237,105.913,173.835,4.957,32.12839,%,98.402,74.812,67.011,3153.00,468480.00,1,,production,OP
25-Mar-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,271.684,105.910,173.644,14.906,32.04210,%,98.039,74.959,66.661,3131.00,406562.00,1,,production,OP
26-Mar-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,7.48,271.419,105.907,173.522,14.794,30.92542,%,97.897,75.260,66.578,960.00,113341.00,2,,production,OP
27-Mar-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,283.710,104.030,282.532,0.603,,%,1.178,6.731,1.164,0.00,0.00,0,,production,OP
28-Mar-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,1.19,279.416,104.714,187.175,0.412,21.33333,%,92.241,24.100,68.207,73.00,48936.00,0,,production,OP
29-Mar-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,271.468,105.870,174.191,6.744,32.00000,%,97.277,69.262,65.742,3137.00,509075.00,3,,production,OP
30-Mar-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,10.98,270.742,105.902,173.373,10.981,30.68261,%,97.369,73.106,66.019,1431.00,137396.00,2,,production,OP
31-Mar-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,14.03,271.557,105.862,173.435,7.146,31.00000,%,98.122,70.452,67.129,1951.00,378533.00,2,,production,OP
01-Apr-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,270.360,105.889,172.928,11.469,29.81203,%,97.431,73.537,66.386,3061.00,457837.00,3,,production,OP
02-Apr-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,269.645,105.894,172.986,12.750,31.81838,%,96.658,75.810,65.595,3054.00,461809.00,3,,production,OP
03-Apr-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,268.862,105.897,172.745,13.189,32.00095,%,96.117,75.921,65.052,3103.00,372986.00,3,,production,OP
04-Apr-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,268.180,105.897,172.490,13.273,32.08120,%,95.691,75.217,64.619,3111.00,463717.00,3,,production,OP
05-Apr-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,267.456,105.895,172.316,13.266,32.20087,%,95.140,75.461,63.919,3303.00,463530.00,3,,production,OP
06-Apr-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,266.855,105.887,172.067,13.261,32.21080,%,94.788,75.406,63.121,3028.00,440906.00,153,,production,OP
07-Apr-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,266.476,105.872,171.737,13.149,32.03321,%,94.740,75.270,63.170,2999.00,452369.00,152,,production,OP
08-Apr-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,265.900,105.861,171.356,13.064,32.04783,%,94.544,74.629,62.825,3054.00,451030.00,4,,production,OP
09-Apr-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,265.395,105.853,171.178,12.986,32.00003,%,94.217,74.835,62.791,3026.00,463595.00,5,,production,OP
10-Apr-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,264.921,105.846,171.109,12.916,31.25186,%,93.812,75.413,62.247,3003.00,468712.00,4,,production,OP
11-Apr-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,264.334,105.840,170.712,12.716,31.94415,%,93.622,74.198,62.070,3016.00,458937.00,10,,production,OP
12-Apr-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,12.98,264.008,105.838,170.859,12.549,30.88504,%,93.149,73.895,61.656,1615.00,242280.00,3,,production,OP
13-Apr-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,4.00,268.096,105.480,174.478,2.114,25.82296,%,93.618,48.682,63.311,430.00,65731.00,2,,production,OP
14-Apr-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,21.26,265.611,105.617,181.727,6.660,28.76350,%,83.884,64.021,56.138,2579.00,413143.00,4,,production,OP
15-Apr-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,20.55,263.676,105.818,170.639,10.546,32.06050,%,93.037,74.167,61.284,2494.00,400308.00,4,,production,OP
16-Apr-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,263.010,105.646,170.010,11.030,31.90408,%,93.000,74.464,61.322,2848.00,462315.00,4,,production,OP
17-Apr-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,9.38,262.978,105.809,170.166,11.544,31.65348,%,92.812,74.871,61.079,1121.00,184081.00,1,,production,OP
18-Apr-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,21.57,263.174,105.786,170.289,7.940,31.71874,%,92.884,72.280,61.137,2448.00,372537.00,2,,production,OP
19-Apr-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,22.71,263.142,105.777,170.120,9.925,30.03349,%,93.021,73.227,61.733,2514.00,383126.00,2,,production,OP
20-Apr-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,262.170,105.787,169.532,11.180,31.48322,%,92.639,75.046,61.001,2753.00,418499.00,3,,production,OP
21-Apr-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,261.610,105.783,169.285,11.257,31.51978,%,92.326,74.864,60.689,2752.00,426345.00,3,,production,OP
22-Apr-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,261.115,105.777,168.946,11.160,31.48301,%,92.169,74.250,60.547,2737.00,422379.00,2,,production,OP
23-Apr-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,260.558,105.771,168.698,11.011,31.48727,%,91.860,73.584,60.253,2736.00,422115.00,-14,,production,OP
24-Apr-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,260.127,105.769,168.549,10.907,30.81425,%,91.578,73.696,59.938,2730.00,474459.00,94,,production,OP
25-Apr-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,260.523,105.781,168.745,10.937,31.49891,%,91.778,74.271,60.089,2728.00,480457.00,4,,production,OP
26-Apr-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,261.141,105.794,168.901,10.915,31.41246,%,92.240,73.417,60.553,2747.00,481823.00,4,,production,OP
27-Apr-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,15.96,260.417,105.816,169.706,11.600,31.48973,%,90.712,75.758,58.911,1986.00,350826.00,3,,production,OP
29-Apr-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,5.25,263.690,105.502,174.685,1.852,25.84310,%,89.005,51.514,60.106,547.00,90824.00,5,,production,OP
30-Apr-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,261.282,105.780,170.419,7.151,32.54397,%,90.862,68.966,58.917,3012.00,459765.00,14,,production,OP
01-May-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,260.789,105.839,170.119,10.634,33.43435,%,90.670,74.210,58.502,3168.00,471210.00,3,,production,OP
02-May-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,261.179,105.853,170.408,11.451,33.39043,%,90.772,75.907,58.589,3164.00,486368.00,4,,production,OP
03-May-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,261.609,105.863,170.549,11.855,33.37373,%,91.060,76.329,58.884,3173.00,474305.00,4,,production,OP
04-May-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,262.088,105.873,170.717,12.023,33.37489,%,91.371,75.438,59.198,3189.00,493120.00,4,,production,OP
05-May-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,262.653,105.882,170.937,12.269,33.30928,%,91.716,76.316,59.754,3187.00,491323.00,4,,production,OP
06-May-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,263.043,105.887,171.237,12.532,33.22143,%,91.807,77.025,60.095,3177.00,489872.00,4,,production,OP
07-May-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,263.488,105.893,171.385,12.594,33.11139,%,92.103,77.246,60.383,3171.00,489343.00,4,,production,OP
08-May-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,263.919,105.902,171.522,12.716,33.05832,%,92.397,77.339,60.489,3171.00,488607.00,5,,production,OP
09-May-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,264.351,105.908,171.572,12.818,33.02385,%,92.779,77.022,60.511,3188.00,489394.00,0,,production,OP
10-May-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,264.227,105.918,172.649,13.349,34.09644,%,91.579,77.482,59.200,3416.00,524276.00,6,,production,OP
11-May-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,264.088,105.919,174.476,14.155,35.62917,%,89.612,78.753,57.060,3702.00,567340.00,7,,production,OP
12-May-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,264.088,105.919,176.444,14.629,36.16034,%,87.644,79.103,54.964,4002.00,612762.00,8,,production,OP
13-May-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,264.088,105.919,178.220,15.169,37.29413,%,85.868,79.544,53.009,4253.00,648381.00,8,,production,OP
14-May-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,264.088,105.919,178.342,15.355,38.21142,%,85.746,79.715,52.887,4280.00,651573.00,8,,production,OP
15-May-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,264.088,105.919,179.661,15.704,39.27145,%,84.427,80.168,51.215,4440.00,671085.00,9,,production,OP
16-May-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,264.088,105.919,180.640,15.924,40.14758,%,83.448,80.266,49.360,4583.00,696343.00,9,,production,OP
17-May-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,264.088,105.919,181.259,15.919,40.72750,%,82.829,80.159,48.653,4677.00,709992.00,9,,production,OP
18-May-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,264.088,105.919,181.248,15.688,40.74857,%,82.840,80.045,49.250,4689.00,711700.00,9,,production,OP
19-May-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,264.088,105.919,181.160,15.807,40.75540,%,82.928,80.199,49.683,4688.00,714081.00,9,,production,OP
20-May-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,297.646,72.715,216.382,16.087,42.15901,%,81.264,80.581,47.851,4886.00,741920.00,9,,production,OP
21-May-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,257.200,39.554,177.029,16.365,43.10056,%,80.171,80.780,46.695,5013.00,759589.00,10,,production,OP
22-May-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,258.146,106.082,177.926,16.432,43.12246,%,80.220,80.850,46.744,5018.00,760577.00,8,,production,OP
23-May-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,258.333,106.145,178.130,16.469,43.09233,%,80.202,81.048,46.719,5019.00,760297.00,20,,production,OP
24-May-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,258.339,106.150,178.167,16.468,43.19541,%,80.173,81.037,46.689,5034.00,762333.00,"8,020",,production,OP
25-May-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,258.310,106.156,178.293,16.541,43.33968,%,80.017,81.195,46.525,5046.00,764674.00,"8,020",,production,OP
26-May-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,258.316,106.161,178.355,16.287,43.38664,%,79.961,80.947,46.463,5053.00,766791.00,20,,production,OP
27-May-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,257.975,106.229,178.005,16.174,43.46183,%,79.970,80.865,46.466,5066.00,767889.00,30,,production,OP
28-May-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,258.424,106.172,178.263,16.017,43.48607,%,80.160,79.502,46.664,5072.00,767413.00,10,,production,OP
29-May-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,258.457,106.176,178.257,15.987,43.56119,%,80.200,78.988,46.702,5086.00,770162.00,10,,production,OP
30-May-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,20.19,260.646,106.158,177.323,15.655,40.12258,%,83.323,79.737,50.010,3869.00,589150.00,7,,production,OP
31-May-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,0.00,281.012,104.711,279.665,1.108,0.00000,%,1.347,21.785,2.335,0.00,0.00,0,,production,OP
01-Jun-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,0.50,279.419,104.823,188.029,0.342,16.82769,%,91.390,22.055,72.697,23.00,11729.00,0,,production,OP
02-Jun-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,13.42,259.795,106.149,178.497,9.870,42.49382,%,81.298,77.772,47.883,4020.00,603534.00,8,,production,OP
03-Jun-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,259.087,106.163,259.087,12.234,43.22176,%,0.000,79.213,33.465,5000.00,755898.00,10,,production,OP
04-Jun-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,258.464,106.168,257.434,13.167,43.42171,%,1.030,77.899,32.430,5067.00,764496.00,10,,production,OP
05-Jun-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,258.422,106.175,191.395,13.687,43.41881,%,67.027,79.603,33.538,5040.00,768019.00,10,,production,OP
06-Jun-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,258.517,106.182,178.214,13.863,43.39667,%,80.303,79.779,46.818,5058.00,763389.00,10,,production,OP
07-Jun-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,258.634,106.186,178.426,14.044,43.33411,%,80.208,81.265,46.699,5058.00,761309.00,185,,production,OP
08-Jun-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,258.650,106.192,178.497,14.028,43.39009,%,80.153,80.787,46.638,5070.00,761089.00,10,,production,OP
09-Jun-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,258.707,106.197,178.449,13.965,43.40013,%,80.258,80.180,46.742,5081.00,762130.00,15,,production,OP
10-Jun-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.00,258.758,106.201,178.567,13.904,43.40572,%,80.192,80.645,46.666,5082.00,761130.00,10,,production,OP
