DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND,WELL_TYPE
04-May-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,39.664,23.975,85.192,%,39.664,91.989,7.172,1240.00,192836.00,"3,866",,production,OP
05-May-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,39.705,24.016,85.09803,%,39.705,91.953,7.219,1235.00,192288.00,"3,871",,production,OP
06-May-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,39.932,23.72,85.07655,%,39.932,91.3,7.465,1232.00,193510.00,"3,870",,production,OP
07-May-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,40.088,23.595,85.09205,%,40.088,90.582,7.615,1232.00,192564.00,"3,866",,production,OP
8-May-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,40.188,23.345,85.09777,%,40.188,89.234,7.74,1233.00,191841.00,"3,862",,production,OP
9-May-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,40.028,23.439,85.03229,%,40.028,90.45,7.573,1226.00,191679.00,"3,864",,production,OP
10-May-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,39.957,23.511,85.04774,%,39.957,91.235,7.513,1225.00,191699.00,"3,865",,production,OP
11-May-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,18.04,0,0,40.303,23.586,83.15643,%,40.303,91.337,7.81,961.00,151039.00,"3,180",,production,OP
12-May-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,39.49,23.51,85.43563,%,39.49,91.335,7.061,1123.00,175130.00,"3,663",,production,OP
13-May-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,39.424,23.556,86.32394,%,39.424,91.521,6.958,1206.00,188220.00,"3,923",,production,OP
14-May-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,39.504,23.635,86.31287,%,39.504,91.92,7.014,1209.00,188405.00,"3,935",,production,OP
15-May-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,39.499,23.535,86.30069,%,39.499,91.937,7.014,1214.00,188950.00,"3,938",,production,OP
16-May-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,39.612,23.588,86.26375,%,39.612,91.783,7.134,1214.00,190531.00,"3,932",,production,OP
17-May-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,39.599,23.48,86.31611,%,39.599,91.837,7.1,1213.00,190338.00,"3,937",,production,OP
18-May-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,40,23.421,86.29319,%,40,90.2,7.508,1202.00,188671.00,"3,826",,production,OP
19-May-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,22,0,0,42.93,20.85,70.69235,%,42.93,87.393,10.688,920.00,146119.00,"3,736",,production,OP
20-May-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.741,22.878,92.54015,%,38.741,90.351,6.29,1158.00,183794.00,"3,847",,production,OP
21-May-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.725,23.581,95.76452,%,38.725,89.976,6.244,1206.00,186355.00,"3,851",,production,OP
22-May-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.759,23.342,95.73104,%,38.759,90.055,6.248,1204.00,187701.00,"3,844",,production,OP
23-May-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.831,23.11,95.80195,%,38.831,89.493,6.328,1227.00,192170.00,"3,922",,production,OP
24-May-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.682,23.014,95.81845,%,38.682,89.14,6.179,1237.00,190596.00,"3,938",,production,OP
25-May-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.58,23.212,95.91587,%,38.58,91.437,6.07,1239.00,190922.00,"3,951",,production,OP
26-May-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.795,23.066,95.92046,%,38.795,90.452,6.286,1232.00,191880.00,"3,952",,production,OP
27-May-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.506,23.044,96.03925,%,38.506,91.693,5.978,1230.00,191690.00,"3,951",,production,OP
28-May-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.826,23.006,96.10632,%,38.826,89.893,6.286,1229.00,191706.00,"3,955",,production,OP
29-May-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,39.448,22.912,91.69211,%,39.448,90.092,6.946,1215.00,187769.00,"3,907",,production,OP
30-May-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,39.537,22.93,90.00148,%,39.537,91.275,7.042,1210.00,186673.00,"3,888",,production,OP
31-May-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,39.338,22.923,90.1251,%,39.338,92.028,6.838,1208.00,186391.00,"3,895",,production,OP
01-Jun-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,39.758,22.65,88.21506,%,39.758,90.16,7.286,1207.00,186316.00,"3,887",,production,OP
02-Jun-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,19.59,0,0,40.604,19.731,77.82299,%,40.604,88.468,9.141,877.00,134848.00,"2,263",,production,OP
03-Jun-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,37.693,23.02,85.00999,%,37.693,91.635,5.577,1098.00,172445.00,"3,845",,production,OP
04-Jun-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,37.029,23.526,89.90855,%,37.029,92.036,5.574,1144.00,179503.00,"3,934",,production,OP
05-Jun-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,37.136,23.553,89.92147,%,37.136,92.139,5.633,1152.00,180306.00,"3,943",,production,OP
06-Jun-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,37.212,23.601,88.07468,%,37.212,92.268,5.71,1134.00,177436.00,"3,946",,production,OP
07-Jun-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,37.502,23.614,89.9259,%,37.502,92.375,5.591,1134.00,177255.00,"3,944",,production,OP
8-Jun-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.294,23.319,89.94678,%,38.294,91.386,5.841,1130.00,177075.00,"3,922",,production,OP
9-Jun-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.292,23.307,89.95908,%,38.292,91.38,5.847,1134.00,177256.00,"3,923",,production,OP
10-Jun-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.135,23.355,89.93659,%,38.135,92.176,5.669,1135.00,177121.00,"3,933",,production,OP
11-Jun-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.025,23.343,89.91496,%,38.025,92.405,5.74,1136.00,177548.00,"3,934",,production,OP
12-Jun-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.112,23.214,89.93971,%,38.112,92.219,5.693,1142.00,177435.00,"3,925",,production,OP
13-Jun-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.473,22.896,89.95048,%,38.473,90.961,6.014,1145.00,177575.00,"3,925",,production,OP
14-Jun-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.184,22.732,89.9385,%,38.184,91.344,5.69,1145.00,178103.00,"3,926",,production,OP
15-Jun-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.248,22.907,89.95133,%,38.248,91.777,5.798,1143.00,177669.00,"3,926",,production,OP
16-Jun-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.887,22.676,89.9616,%,38.887,91.144,5.769,1107.00,170219.00,"3,862",,production,OP
17-Jun-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.41,22.869,89.93697,%,38.41,92.224,5.539,1119.00,173461.00,"3,960",,production,OP
18-Jun-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.21,22.833,89.94488,%,38.21,92.049,5.752,1144.00,178837.00,"3,932",,production,OP
19-Jun-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.082,22.81,89.92158,%,38.082,92.351,5.575,1144.00,178595.00,"3,940",,production,OP
20-Jun-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,11.68,0,0,39.058,22.751,84.79983,%,39.058,92.165,6.587,656.00,83024.00,"1,693",,production,OP
24-Jun-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,0,0,0,87.828,0,,%,87.828,11.823,87.73,0.00,0.00,0,,production,OP
28-Jun-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,0,0,0,87.825,0,,%,87.825,11.81,87.727,0.00,0.00,0,,production,OP
01-Jul-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,39.159,6.268,78.47751,%,39.159,77.626,7.994,910.00,137025.00,"3,067",,production,OP
02-Jul-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,7.68,0,0,36.392,15.52,92.13047,%,36.392,90.591,4.941,398.00,53327.00,"1,087",,production,OP
03-Jul-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,8.8,0,0,38.718,4.046,66.41891,%,38.718,75.271,6.819,263.00,50445.00,931,,production,OP
04-Jul-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,8.84,0,0,37.176,14.912,92.41013,%,37.176,90.857,5.637,472.00,66422.00,"1,282",,production,OP
05-Jul-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,0,0,0,88.317,0,,%,88.317,19.8,88.317,0.00,0.00,0,,production,OP
07-Jul-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,4.24,0,0,37.569,3.563,77.83021,%,37.569,86.331,5.304,188.00,31709.00,605,,production,OP
8-Jul-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,16.18,0,0,37.531,13.555,91.71238,%,37.531,90.072,5.658,922.00,133249.00,"2,399",,production,OP
9-Jul-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,0,0,0,90.005,0,,%,90.005,24.27,66.689,0.00,0.00,0,,production,OP
10-Jul-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,23,0,0,37.314,13.089,88.20428,%,37.314,90.313,6.041,787.00,119194.00,"2,350",,production,OP
11-Jul-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,18.01,0,0,38.142,19.99,88.14141,%,38.142,91.758,6.508,1080.00,151480.00,"2,762",,production,OP
13-Jul-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,0,0,0,94.209,0,,%,94.209,15.951,94.195,0.00,0.00,0,,production,OP
14-Jul-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,0,0,0,94.104,0,,%,94.104,14.338,94.091,0.00,0.00,0,,production,OP
15-Jul-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,3.08,0,0,61.835,0.003,23.62468,%,61.835,35.818,36.874,109.00,10062.00,171,,production,OP
16-Jul-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,11.18,0,0,39.429,6.316,75.81036,%,39.429,87.055,7.936,547.00,84030.00,"1,516",,production,OP
17-Jul-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,0,0,0,91.093,0,,%,91.093,17.487,71.754,0.00,0.00,0,,production,OP
18-Jul-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,0,0,0,93.943,0,,%,93.943,15.059,76.051,0.00,0.00,0,,production,OP
20-Jul-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,21,0,0,39.149,10.113,78.06863,%,39.149,89.92,7.522,1207.00,178763.00,"2,857",,production,OP
21-Jul-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,41.457,17.545,66.65214,%,41.457,91.185,9.899,1347.00,199535.00,"3,199",,production,OP
22-Jul-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,6.84,0,0,43.694,19.176,61.27352,%,43.694,90.868,12.222,402.00,53684.00,830,,production,OP
23-Jul-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,0,0,0,95.851,0,,%,95.851,18.137,74.193,0.00,0.00,0,,production,OP
24-Jul-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,0,0,0,95.556,0,,%,95.556,13.203,75.237,0.00,0.00,0,,production,OP
25-Jul-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,17.4,0,0,39.666,11.874,72.96478,%,39.666,90.337,8.102,924.00,137065.00,"2,282",,production,OP
26-Jul-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,20.68,0,0,41.952,18.174,64.64253,%,41.952,91.288,10.436,1197.00,169123.00,"2,637",,production,OP
27-Jul-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,0,0,0,95.244,0.104,,%,95.244,33.009,72.224,0.00,0.00,0,,production,OP
28-Jul-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,4.33,0,0,40.226,4.493,64.35932,%,40.226,86.212,8.787,231.00,34162.00,603,,production,OP
29-Jul-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,41.483,16.556,65.8401,%,41.483,90.772,9.949,1364.00,201580.00,"3,110",,production,OP
30-Jul-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,2.01,0,0,47.505,19.571,45.73178,%,47.505,90.561,16.199,114.00,12896.00,200,,production,OP
31-Jul-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,0,0,0,95.311,0,,%,95.311,18.148,95.311,0.00,0.00,0,,production,OP
01-Aug-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,0,0,0,95.527,0,,%,95.527,13.884,95.527,0.00,0.00,0,,production,OP
02-Aug-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,0,0,0,96.618,0,,%,96.618,14.207,96.618,0.00,0.00,0,,production,OP
03-Aug-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,0,0,0,99.563,0,,%,99.563,14.787,99.563,0.00,0.00,0,,production,OP
04-Aug-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,6.99,0,0,40.808,2.409,62.8796,%,40.808,82.349,9.305,383.00,55690.00,842,,production,OP
05-Aug-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,41.606,13.647,66.53868,%,41.606,90.38,10.143,1456.00,212983.00,"3,092",,production,OP
06-Aug-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,22.33,0,0,42.226,17.242,65.89458,%,42.226,90.038,10.791,1290.00,190500.00,"3,686",,production,OP
07-Aug-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,40.728,20.306,74.62771,%,40.728,90.89,8.968,1497.00,222833.00,"3,291",,production,OP
8-Aug-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,40.29,21.514,75.96469,%,40.29,91.073,8.571,1472.00,219111.00,"3,338",,production,OP
9-Aug-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,40.017,21.941,76.32283,%,40.017,91.165,8.367,1450.00,215689.00,"3,377",,production,OP
10-Aug-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.738,22.595,87.5507,%,38.738,91.775,7.056,1490.00,221728.00,"3,541",,production,OP
11-Aug-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.184,22.889,94.82651,%,38.184,91.884,6.519,1485.00,221750.00,"3,625",,production,OP
12-Aug-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.063,23.069,94.81149,%,38.063,91.978,6.424,1464.00,218314.00,"3,652",,production,OP
13-Aug-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.169,22.946,94.85547,%,38.169,91.254,6.565,1439.00,215370.00,"3,666",,production,OP
14-Aug-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.045,23.212,94.88362,%,38.045,91.743,6.438,1419.00,212383.00,"3,681",,production,OP
15-Aug-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,37.546,23.324,98.08697,%,37.546,92.248,5.906,1406.00,212221.00,"3,715",,production,OP
16-Aug-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,37.585,23.282,99.82332,%,37.585,92.035,5.993,1384.00,207514.00,"3,719",,production,OP
17-Aug-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,37.273,23.333,99.85022,%,37.273,92.191,5.871,1364.00,205264.00,"3,725",,production,OP
18-Aug-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,37.074,23.363,99.84315,%,37.074,92.422,5.758,1354.00,204372.00,"3,743",,production,OP
19-Aug-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,37.049,23.312,99.87968,%,37.049,92.354,5.746,1346.00,201317.00,"3,764",,production,OP
20-Aug-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,37.349,23.191,99.91859,%,37.349,91.207,6.075,1333.00,199994.00,"3,773",,production,OP
21-Aug-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,37.252,23.203,99.91125,%,37.252,91.556,5.967,1321.00,198450.00,"3,784",,production,OP
22-Aug-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,36.982,23.255,99.92399,%,36.982,92.236,5.71,1311.00,196680.00,"3,797",,production,OP
23-Aug-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,36.946,23.353,99.92227,%,36.946,92.349,5.67,1305.00,196188.00,"3,810",,production,OP
24-Aug-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,37.192,23.007,99.89973,%,37.192,91.126,5.925,1286.00,193857.00,"3,817",,production,OP
25-Aug-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,23.16,0,0,37.575,22.949,95.29138,%,37.575,91.562,6.365,1216.00,183253.00,"3,758",,production,OP
26-Aug-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,23.01,0,0,40.324,19.134,71.7809,%,40.324,86.177,8.949,941.00,142813.00,"3,115",,production,OP
27-Aug-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,37.048,22.914,85.80747,%,37.048,91.885,5.906,1199.00,180474.00,"3,771",,production,OP
28-Aug-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,37.478,22.848,85.88355,%,37.478,90.417,6.277,1205.00,181958.00,"3,786",,production,OP
29-Aug-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,37.472,22.699,83.02473,%,37.472,91.57,6.273,1197.00,180482.00,"3,751",,production,OP
30-Aug-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,37.639,22.71,79.68205,%,37.639,91.975,6.451,1186.00,178011.00,"3,699",,production,OP
31-Aug-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,37.64,22.691,79.70419,%,37.64,92.017,6.468,1181.00,177320.00,"3,689",,production,OP
01-Sep-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,37.704,22.746,79.05914,%,37.704,92.128,6.513,1173.00,176505.00,"3,681",,production,OP
02-Sep-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.369,22.436,76.30572,%,38.369,90.943,7.221,1154.00,174474.00,"3,633",,production,OP
03-Sep-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.273,22.499,76.18076,%,38.273,91.443,7.136,1151.00,174008.00,"3,632",,production,OP
04-Sep-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.063,22.636,76.15487,%,38.063,92.054,6.89,1150.00,173217.00,"3,630",,production,OP
05-Sep-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.217,22.471,76.16271,%,38.217,91.427,7.06,1147.00,173780.00,"3,631",,production,OP
06-Sep-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.366,22.213,76.19121,%,38.366,90.436,7.18,1143.00,175497.00,"3,630",,production,OP
07-Sep-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.264,22.137,73.73378,%,38.264,91.527,7.101,1143.00,175286.00,"3,747",,production,OP
8-Sep-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.446,22.158,71.54419,%,38.446,91.893,7.313,1126.00,173078.00,"3,720",,production,OP
9-Sep-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.681,22.117,70.20736,%,38.681,92.015,7.563,1115.00,170714.00,"3,679",,production,OP
10-Sep-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,38.821,22.001,70.24544,%,38.821,91.587,7.705,1108.00,169008.00,"3,690",,production,OP
11-Sep-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,39.122,21.848,70.2616,%,39.122,90.955,8.027,1104.00,167855.00,"3,693",,production,OP
12-Sep-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,39.138,21.742,70.2637,%,39.138,90.142,8.022,1105.00,167512.00,"3,694",,production,OP
13-Sep-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,11,0,0,38.124,18.926,66.39201,%,38.124,90.594,7.212,337.00,50315.00,"2,667",,production,OP
14-Sep-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,36.415,21.759,80.86117,%,36.415,91.552,5.331,1065.00,162510.00,"4,692",,production,OP
15-Sep-11,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24,0,0,36.571,21.988,82.02015,%,36.571,91.605,5.506,1086.00,165418.00,"4,181",,production,OP
